Main Category,Sub Category,Parameter,Weight,Current Score,Target Score,Gap Score,Severity,Current Observation,Gap Identified,Detailed Gap Analysis,Root Cause,Business Impact,Technical Impact,Risk Level,Recommendation,Alternative Solutions,Recommended Approach,Dependencies,Complexity,Estimated Effort,AI Confidence,Owner,Action Plan,Implementation Plan,Success Criteria,Validation Method,Test Cases,Status,Reviewer Comments,AI Review Notes,Can Software Solve Instead of AI?,AI Really Required?,Can This Become Reusable Software?,Can This Become Configurable Feature?,Can This Be Automated?,Can This Self-Learn?,Can This Self-Evolve?,Can This Self-Test?,Can This Self-Heal?,Can This Be Generated by AI?,Can This Be Reused Elsewhere?,Date Reviewed,Next Review Date,Version,recommendation for AI mdoel from Anthropic AI for this evaluation,Evaluation Phase (Sequence)
ERP & Finance Modules,Journal Entries,Journal Entries: Data Model Completeness & Referential Integrity,4,4,5,1,Low,"Journal Entries (erp_journal_entries, erp_journal_entry_lines, approval_workflow_instances/step_instances/step_approvals), evaluated for 'Data Model Completeness': Debit=credit balance is enforced server-side (validateBalanced, ServiceError with exact amounts); submit wires into the generic approval_workflow_* engine with a pendingApproval branch and a self-approval guard (isSelfApproval); webhook fired on non-approval submit. Verified in src/lib/services/erp-accounting-service.ts (validateBalanced, submitJournalEntry); src/app/api/erp/journal-entries/[id]/submit/route.ts; src/lib/services/approval-workflow-service.ts (isSelfApproval).",No material gap,"For the 'Data Model Completeness' angle specifically: Debit=credit balance is enforced server-side (validateBalanced, ServiceError with exact amounts); submit wires into the generic approval_workflow_* engine with a pendingApproval branch and a self-approval guard (isSelfApproval); webhook fired on non-approval submit. That module-level evidence supports Current=4/5 here but falls short of the Target=5/5 production-grade bar for this dimension.","Feature built for core CRUD/waves but this cross-cutting dimension (AI, notifications, docs, export, or granular RBAC) was out of scope for the wave that shipped it.",Partial capability; power users or auditors will notice the gap under real operating conditions.,"Existing code is a reasonable extension point; gap is additive, not a rewrite.",Low,Maintain current schema; add FK/constraint tests to CI.,Configure a 3rd-party module (out of scope for this in-house build); status quo.,Extend existing service/route/page in place,Owner sign-off if it touches Constitution guardrails (ai-os/CONSTITUTION.yaml),Low,1 day,High,ERP/Finance Engineering,Implement the recommendation above for Journal Entries: Data Model Completeness.,Branch -> implement -> PR -> CI -> merge per AGENTS.md Rule 6,Score reaches 4-5/5 on next audit with the specific evidence cited above resolved,SQL query against live schema (pcrjmlpuqsbocqfwoxod) + Drizzle schema.ts review,Insert with invalid FK is rejected; org_id required NOT NULL on all rows,Evaluated - Gap Open,,Verified via direct repo inspection (files/tables cited) and live Supabase schema query (project pcrjmlpuqsbocqfwoxod) where applicable.,Yes,No,Yes,Partial,Partial,No,No,No,No,Partial,Yes,2026-07-16,2026-10-14,v1,Claude Sonnet 5,Phase 3 - Core Module Functional Correctness
ERP & Finance Modules,Journal Entries,Journal Entries: CRUD & Approval Workflow Correctness,4,4,5,1,Low,"Journal Entries (erp_journal_entries, erp_journal_entry_lines, approval_workflow_instances/step_instances/step_approvals), evaluated for 'CRUD': Debit=credit balance is enforced server-side (validateBalanced, ServiceError with exact amounts); submit wires into the generic approval_workflow_* engine with a pendingApproval branch and a self-approval guard (isSelfApproval); webhook fired on non-approval submit. Verified in src/lib/services/erp-accounting-service.ts (validateBalanced, submitJournalEntry); src/app/api/erp/journal-entries/[id]/submit/route.ts; src/lib/services/approval-workflow-service.ts (isSelfApproval).",Journal Entries: CRUD & Approval Workflow Correctness has a Score 4/5 gap,"For the 'CRUD' angle specifically: Debit=credit balance is enforced server-side (validateBalanced, ServiceError with exact amounts); submit wires into the generic approval_workflow_* engine with a pendingApproval branch and a self-approval guard (isSelfApproval); webhook fired on non-approval submit. That module-level evidence supports Current=4/5 here but falls short of the Target=5/5 production-grade bar for this dimension.","Feature built for core CRUD/waves but this cross-cutting dimension (AI, notifications, docs, export, or granular RBAC) was out of scope for the wave that shipped it.",Partial capability; power users or auditors will notice the gap under real operating conditions.,"Existing code is a reasonable extension point; gap is additive, not a rewrite.",Low,No action needed; keep approval-workflow coverage consistent across financial modules.,Configure a 3rd-party module (out of scope for this in-house build); status quo.,Extend existing service/route/page in place,Owner sign-off if it touches Constitution guardrails (ai-os/CONSTITUTION.yaml),Medium,1-2 days,High,ERP/Finance Engineering,Implement the recommendation above for Journal Entries: CRUD.,Branch -> implement -> PR -> CI -> merge per AGENTS.md Rule 6,Score reaches 4-5/5 on next audit with the specific evidence cited above resolved,Manual UI test + code review of route/service,Create -> submit -> approve/reject happy path; reject on invalid state transition,Evaluated - Gap Open,,Verified via direct repo inspection (files/tables cited) and live Supabase schema query (project pcrjmlpuqsbocqfwoxod) where applicable.,Yes,No,Yes,Partial,Yes,No,No,No,No,Partial,Partial,2026-07-16,2026-10-14,v1,Claude Sonnet 5,Phase 3 - Core Module Functional Correctness
ERP & Finance Modules,Journal Entries,Journal Entries: Business Rule & Validation Accuracy,5,4,5,1,Low,"Journal Entries (erp_journal_entries, erp_journal_entry_lines, approval_workflow_instances/step_instances/step_approvals), evaluated for 'Business Rule': Debit=credit balance is enforced server-side (validateBalanced, ServiceError with exact amounts); submit wires into the generic approval_workflow_* engine with a pendingApproval branch and a self-approval guard (isSelfApproval); webhook fired on non-approval submit. Verified in src/lib/services/erp-accounting-service.ts (validateBalanced, submitJournalEntry); src/app/api/erp/journal-entries/[id]/submit/route.ts; src/lib/services/approval-workflow-service.ts (isSelfApproval).",Journal Entries: Business Rule & Validation Accuracy has a Score 4/5 gap,"For the 'Business Rule' angle specifically: Debit=credit balance is enforced server-side (validateBalanced, ServiceError with exact amounts); submit wires into the generic approval_workflow_* engine with a pendingApproval branch and a self-approval guard (isSelfApproval); webhook fired on non-approval submit. That module-level evidence supports Current=4/5 here but falls short of the Target=5/5 production-grade bar for this dimension.","Feature built for core CRUD/waves but this cross-cutting dimension (AI, notifications, docs, export, or granular RBAC) was out of scope for the wave that shipped it.",Partial capability; power users or auditors will notice the gap under real operating conditions.,"Existing code is a reasonable extension point; gap is additive, not a rewrite.",Low,No action needed.,Configure a 3rd-party module (out of scope for this in-house build); status quo.,Extend existing service/route/page in place,Owner sign-off if it touches Constitution guardrails (ai-os/CONSTITUTION.yaml),Medium,2-4 days,High,ERP/Finance Engineering,Implement the recommendation above for Journal Entries: Business Rule.,Branch -> implement -> PR -> CI -> merge per AGENTS.md Rule 6,Score reaches 4-5/5 on next audit with the specific evidence cited above resolved,Code review of service-layer validation + targeted unit test,Submit with unbalanced debit/credit is rejected; boundary/negative-amount inputs rejected,Evaluated - Gap Open,,Verified via direct repo inspection (files/tables cited) and live Supabase schema query (project pcrjmlpuqsbocqfwoxod) where applicable.,Yes,No,Yes,Yes,Partial,No,No,Partial,No,Partial,Partial,2026-07-16,2026-10-14,v1,Claude Opus 4.8,Phase 3 - Core Module Functional Correctness
ERP & Finance Modules,Journal Entries,Journal Entries: Multi-Tenant / Multi-Project Isolation,5,5,5,0,None,"Journal Entries (erp_journal_entries, erp_journal_entry_lines, approval_workflow_instances/step_instances/step_approvals), evaluated for 'Multi-Tenant / Multi-Project Isolation': Debit=credit balance is enforced server-side (validateBalanced, ServiceError with exact amounts); submit wires into the generic approval_workflow_* engine with a pendingApproval branch and a self-approval guard (isSelfApproval); webhook fired on non-approval submit. Verified in src/lib/services/erp-accounting-service.ts (validateBalanced, submitJournalEntry); src/app/api/erp/journal-entries/[id]/submit/route.ts; src/lib/services/approval-workflow-service.ts (isSelfApproval).",No material gap,"'Multi-Tenant / Multi-Project Isolation' is implemented for Journal Entries to a production-grade standard given the evidence in src/lib/services/erp-accounting-service.ts (validateBalanced, submitJournalEntry); src/app/api/erp/journal-entries/[id]/submit/route.ts; src/lib/services/approval-workflow-service.ts (isSelfApproval); no further work identified for this dimension specifically.","Feature built for core CRUD/waves but this cross-cutting dimension (AI, notifications, docs, export, or granular RBAC) was out of scope for the wave that shipped it.",No negative business impact identified.,None.,Low,"No action needed; RLS is enabled+forced at the DB level for every erp_* table (confirmed via Supabase get_advisors/execute_sql, project pcrjmlpuqsbocqfwoxod).",None,N/A,None,Low,0.5 day (verification only),High,ERP/Finance Engineering,N/A - no gap,N/A,Already meets bar,SQL query against live schema (pg_class.relrowsecurity/relforcerowsecurity),Cross-org SELECT returns zero rows; service_role bypass policy limited to server context,Evaluated - No Gap,,Verified via direct repo inspection (files/tables cited) and live Supabase schema query (project pcrjmlpuqsbocqfwoxod) where applicable.,Yes,No,Yes,Yes,Partial,No,No,No,No,Partial,Yes,2026-07-16,2026-10-14,v1,Claude Opus 4.8,Phase 3 - Core Module Functional Correctness
ERP & Finance Modules,Journal Entries,Journal Entries: Reporting & Export Accuracy,3,3,5,2,Medium,"Journal Entries (erp_journal_entries, erp_journal_entry_lines, approval_workflow_instances/step_instances/step_approvals), evaluated for 'Reporting': Debit=credit balance is enforced server-side (validateBalanced, ServiceError with exact amounts); submit wires into the generic approval_workflow_* engine with a pendingApproval branch and a self-approval guard (isSelfApproval); webhook fired on non-approval submit. Verified in src/lib/services/erp-accounting-service.ts (validateBalanced, submitJournalEntry); src/app/api/erp/journal-entries/[id]/submit/route.ts; src/lib/services/approval-workflow-service.ts (isSelfApproval).",Journal Entries: Reporting & Export Accuracy has a Score 3/5 gap,"For the 'Reporting' angle specifically: Debit=credit balance is enforced server-side (validateBalanced, ServiceError with exact amounts); submit wires into the generic approval_workflow_* engine with a pendingApproval branch and a self-approval guard (isSelfApproval); webhook fired on non-approval submit. That module-level evidence supports Current=3/5 here but falls short of the Target=5/5 production-grade bar for this dimension.","Feature built for core CRUD/waves but this cross-cutting dimension (AI, notifications, docs, export, or granular RBAC) was out of scope for the wave that shipped it.",Partial capability; power users or auditors will notice the gap under real operating conditions.,"Existing code is a reasonable extension point; gap is additive, not a rewrite.",Medium,Add CSV/PDF export controls to the reports/list pages.,Configure a 3rd-party module (out of scope for this in-house build); status quo.,Extend existing service/route/page in place,Owner sign-off if it touches Constitution guardrails (ai-os/CONSTITUTION.yaml),Medium,2-3 days,High,ERP/Finance Engineering,Implement the recommendation above for Journal Entries: Reporting.,Branch -> implement -> PR -> CI -> merge per AGENTS.md Rule 6,Score reaches 4-5/5 on next audit with the specific evidence cited above resolved,Manual UI test against seeded data + code review,Report totals reconcile to sum of source rows; export file opens and matches on-screen data,Evaluated - Gap Open,,Verified via direct repo inspection (files/tables cited) and live Supabase schema query (project pcrjmlpuqsbocqfwoxod) where applicable.,Yes,No,Yes,Partial,Yes,No,No,No,No,Partial,Partial,2026-07-16,2026-10-14,v1,Claude Sonnet 5,Phase 3 - Core Module Functional Correctness
ERP & Finance Modules,Journal Entries,Journal Entries: AI Copilot / Worker Agent Integration Depth,3,1,5,4,Critical,"No AI Copilot or Worker Agent integration found for Journal Entries. Grepped src/app/(app)/erp, src/lib/worker-agents, and VeriChat services for 'Journal Entries' / erp table names -- no hits; the platform's worker-agent 'finance' domain group (drizzle/0173) is scoped to GST reconciliation, not core ERP/Finance modules.",Journal Entries: no AI Copilot / Worker Agent coverage,"The platform has a general worker-agent framework and VeriChat, but neither is wired to ERP finance data for this module.",AI integration work for ERP modules has not been scheduled; existing AI investment went to GRC/compliance and GST domains first.,"Users get no AI-assisted drafting, anomaly detection, or Q&A for this module; fully manual data entry only.",Clean integration point exists (worker-agent dispatch + report-engine ai_recipe type) but is unused here.,Critical,"Wire a VeriChat/worker-agent capability scoped to Journal Entries (e.g. natural-language JE drafting, AP/AR Q&A) reusing the existing worker-agent dispatch framework in src/lib/worker-agents.",Configure a 3rd-party module (out of scope for this in-house build); status quo.,Extend existing service/route/page in place,Owner sign-off if it touches Constitution guardrails (ai-os/CONSTITUTION.yaml),High,1-2 weeks,High,ERP/Finance Engineering,Implement the recommendation above for Journal Entries: AI Copilot / Worker Agent Integration Depth.,Branch -> implement -> PR -> CI -> merge per AGENTS.md Rule 6,Score reaches 4-5/5 on next audit with the specific evidence cited above resolved,Code review — grep for AI/copilot/VeriChat references under src/app/(app)/erp confirms zero hits,"Ask copilot a scoped question about this module's live data; verify grounded, non-hallucinated answer",Evaluated - Gap Open,,Verified via direct repo inspection (files/tables cited) and live Supabase schema query (project pcrjmlpuqsbocqfwoxod) where applicable.,No,Yes,Yes,Partial,Partial,Yes,No,No,No,Partial,Partial,2026-07-16,2026-08-16,v1,Claude Sonnet 5,Phase 3 - Core Module Functional Correctness
ERP & Finance Modules,Journal Entries,Journal Entries: Performance & Scalability Under Load,4,3,5,2,Medium,"Journal Entries (erp_journal_entries, erp_journal_entry_lines, approval_workflow_instances/step_instances/step_approvals), evaluated for 'Performance': Debit=credit balance is enforced server-side (validateBalanced, ServiceError with exact amounts); submit wires into the generic approval_workflow_* engine with a pendingApproval branch and a self-approval guard (isSelfApproval); webhook fired on non-approval submit. Verified in src/lib/services/erp-accounting-service.ts (validateBalanced, submitJournalEntry); src/app/api/erp/journal-entries/[id]/submit/route.ts; src/lib/services/approval-workflow-service.ts (isSelfApproval).",Journal Entries: Performance & Scalability Under Load has a Score 3/5 gap,"For the 'Performance' angle specifically: Debit=credit balance is enforced server-side (validateBalanced, ServiceError with exact amounts); submit wires into the generic approval_workflow_* engine with a pendingApproval branch and a self-approval guard (isSelfApproval); webhook fired on non-approval submit. That module-level evidence supports Current=3/5 here but falls short of the Target=5/5 production-grade bar for this dimension.","Feature built for core CRUD/waves but this cross-cutting dimension (AI, notifications, docs, export, or granular RBAC) was out of scope for the wave that shipped it.",Partial capability; power users or auditors will notice the gap under real operating conditions.,"Existing code is a reasonable extension point; gap is additive, not a rewrite.",Medium,No action needed for current scale; add load testing before scaling past current seed volumes.,Configure a 3rd-party module (out of scope for this in-house build); status quo.,Extend existing service/route/page in place,Owner sign-off if it touches Constitution guardrails (ai-os/CONSTITUTION.yaml),Medium,2-3 days,High,ERP/Finance Engineering,Implement the recommendation above for Journal Entries: Performance.,Branch -> implement -> PR -> CI -> merge per AGENTS.md Rule 6,Score reaches 4-5/5 on next audit with the specific evidence cited above resolved,"Code review (paged query functions) — no load-test evidence found, so this dimension is Unable to Verify at production scale",List 10k+ rows via paged endpoint stays under 500ms p95,Evaluated - Gap Open,,Verified via direct repo inspection (files/tables cited) and live Supabase schema query (project pcrjmlpuqsbocqfwoxod) where applicable.,Yes,No,Yes,Partial,Partial,No,No,No,No,Partial,Partial,2026-07-16,2026-10-14,v1,Claude Sonnet 5,Phase 3 - Core Module Functional Correctness
ERP & Finance Modules,Journal Entries,Journal Entries: Audit Trail & Change History,4,4,5,1,Low,"Journal Entries (erp_journal_entries, erp_journal_entry_lines, approval_workflow_instances/step_instances/step_approvals), evaluated for 'Audit Trail': Debit=credit balance is enforced server-side (validateBalanced, ServiceError with exact amounts); submit wires into the generic approval_workflow_* engine with a pendingApproval branch and a self-approval guard (isSelfApproval); webhook fired on non-approval submit. Verified in src/lib/services/erp-accounting-service.ts (validateBalanced, submitJournalEntry); src/app/api/erp/journal-entries/[id]/submit/route.ts; src/lib/services/approval-workflow-service.ts (isSelfApproval).",Journal Entries: Audit Trail & Change History has a Score 4/5 gap,"For the 'Audit Trail' angle specifically: Debit=credit balance is enforced server-side (validateBalanced, ServiceError with exact amounts); submit wires into the generic approval_workflow_* engine with a pendingApproval branch and a self-approval guard (isSelfApproval); webhook fired on non-approval submit. That module-level evidence supports Current=4/5 here but falls short of the Target=5/5 production-grade bar for this dimension.","Feature built for core CRUD/waves but this cross-cutting dimension (AI, notifications, docs, export, or granular RBAC) was out of scope for the wave that shipped it.",Partial capability; power users or auditors will notice the gap under real operating conditions.,"Existing code is a reasonable extension point; gap is additive, not a rewrite.",Low,No action needed; logActivity() is called consistently on create/submit actions across ERP services (24+ call sites verified).,Configure a 3rd-party module (out of scope for this in-house build); status quo.,Extend existing service/route/page in place,Owner sign-off if it touches Constitution guardrails (ai-os/CONSTITUTION.yaml),Low,1 day,High,ERP/Finance Engineering,Implement the recommendation above for Journal Entries: Audit Trail.,Branch -> implement -> PR -> CI -> merge per AGENTS.md Rule 6,Score reaches 4-5/5 on next audit with the specific evidence cited above resolved,Code review (grep logActivity across src/lib/services),Create/update/submit each writes an activity_log row with correct entityType/entityId/orgId,Evaluated - Gap Open,,Verified via direct repo inspection (files/tables cited) and live Supabase schema query (project pcrjmlpuqsbocqfwoxod) where applicable.,Yes,No,Yes,Partial,Partial,No,No,No,No,Partial,Yes,2026-07-16,2026-10-14,v1,Claude Sonnet 5,Phase 3 - Core Module Functional Correctness
ERP & Finance Modules,Journal Entries,Journal Entries: Access Control / Role-Based Permissions,5,3,5,2,High,"Journal Entries: access is gated only by requireAuth() (any authenticated org member), with no per-role segregation of duties beyond the approval workflow's self-approval check (isSelfApproval in approval-workflow-service.ts). Verified via grep across all 138 src/app/api/erp/**/route.ts files.",Journal Entries: Access Control / Role-Based Permissions has a Score 3/5 gap,"For the 'Access Control / Role-Based Permissions' angle specifically: Debit=credit balance is enforced server-side (validateBalanced, ServiceError with exact amounts); submit wires into the generic approval_workflow_* engine with a pendingApproval branch and a self-approval guard (isSelfApproval); webhook fired on non-approval submit. That module-level evidence supports Current=3/5 here but falls short of the Target=5/5 production-grade bar for this dimension.","Feature built for core CRUD/waves but this cross-cutting dimension (AI, notifications, docs, export, or granular RBAC) was out of scope for the wave that shipped it.",Partial capability; power users or auditors will notice the gap under real operating conditions.,"Existing code is a reasonable extension point; gap is additive, not a rewrite.",High,Add minimum-role gating to financially sensitive ERP routes (currently all 138 /api/erp routes call bare requireAuth() with no role argument).,Configure a 3rd-party module (out of scope for this in-house build); status quo.,Extend existing service/route/page in place,Owner sign-off if it touches Constitution guardrails (ai-os/CONSTITUTION.yaml),Medium,3-5 days,High,ERP/Finance Engineering,Implement the recommendation above for Journal Entries: Access Control / Role-Based Permissions.,Branch -> implement -> PR -> CI -> merge per AGENTS.md Rule 6,Score reaches 4-5/5 on next audit with the specific evidence cited above resolved,Code review — grep 'requireAuth(' across src/app/api/erp shows 0 of 138 routes pass a minimum-role argument,"Non-approver role attempts to approve own submission -> rejected (self-approval already blocked); low-privilege role attempts to post a JE -> currently allowed, should be blocked",Evaluated - Gap Open,,Verified via direct repo inspection (files/tables cited) and live Supabase schema query (project pcrjmlpuqsbocqfwoxod) where applicable.,Yes,No,Yes,Partial,Partial,No,No,No,No,Partial,Yes,2026-07-16,2026-08-16,v1,Claude Opus 4.8,Phase 3 - Core Module Functional Correctness
ERP & Finance Modules,Journal Entries,"Journal Entries: Search, Filter & Bulk Operations",3,3,5,2,Medium,"Journal Entries (erp_journal_entries, erp_journal_entry_lines, approval_workflow_instances/step_instances/step_approvals), evaluated for 'Search': Debit=credit balance is enforced server-side (validateBalanced, ServiceError with exact amounts); submit wires into the generic approval_workflow_* engine with a pendingApproval branch and a self-approval guard (isSelfApproval); webhook fired on non-approval submit. Verified in src/lib/services/erp-accounting-service.ts (validateBalanced, submitJournalEntry); src/app/api/erp/journal-entries/[id]/submit/route.ts; src/lib/services/approval-workflow-service.ts (isSelfApproval).","Journal Entries: Search, Filter & Bulk Operations has a Score 3/5 gap","For the 'Search' angle specifically: Debit=credit balance is enforced server-side (validateBalanced, ServiceError with exact amounts); submit wires into the generic approval_workflow_* engine with a pendingApproval branch and a self-approval guard (isSelfApproval); webhook fired on non-approval submit. That module-level evidence supports Current=3/5 here but falls short of the Target=5/5 production-grade bar for this dimension.","Feature built for core CRUD/waves but this cross-cutting dimension (AI, notifications, docs, export, or granular RBAC) was out of scope for the wave that shipped it.",Partial capability; power users or auditors will notice the gap under real operating conditions.,"Existing code is a reasonable extension point; gap is additive, not a rewrite.",Medium,Add filter/search UI and expose bulk endpoints already present at the service layer (e.g. bulkUpdateSalesOrderStatus) through the API/UI.,Configure a 3rd-party module (out of scope for this in-house build); status quo.,Extend existing service/route/page in place,Owner sign-off if it touches Constitution guardrails (ai-os/CONSTITUTION.yaml),Medium,2-4 days,High,ERP/Finance Engineering,Implement the recommendation above for Journal Entries: Search.,Branch -> implement -> PR -> CI -> merge per AGENTS.md Rule 6,Score reaches 4-5/5 on next audit with the specific evidence cited above resolved,Manual UI test + code review,Filter list by status/date range returns correct subset; bulk-select 10 rows and apply a status change in one call,Evaluated - Gap Open,,Verified via direct repo inspection (files/tables cited) and live Supabase schema query (project pcrjmlpuqsbocqfwoxod) where applicable.,Yes,No,Yes,Partial,Yes,No,No,No,No,Partial,Partial,2026-07-16,2026-10-14,v1,Claude Sonnet 5,Phase 3 - Core Module Functional Correctness
ERP & Finance Modules,Journal Entries,Journal Entries: Error Handling & Data Validation Messaging,3,4,5,1,Low,"Journal Entries (erp_journal_entries, erp_journal_entry_lines, approval_workflow_instances/step_instances/step_approvals), evaluated for 'Error Handling': Debit=credit balance is enforced server-side (validateBalanced, ServiceError with exact amounts); submit wires into the generic approval_workflow_* engine with a pendingApproval branch and a self-approval guard (isSelfApproval); webhook fired on non-approval submit. Verified in src/lib/services/erp-accounting-service.ts (validateBalanced, submitJournalEntry); src/app/api/erp/journal-entries/[id]/submit/route.ts; src/lib/services/approval-workflow-service.ts (isSelfApproval).",Journal Entries: Error Handling & Data Validation Messaging has a Score 4/5 gap,"For the 'Error Handling' angle specifically: Debit=credit balance is enforced server-side (validateBalanced, ServiceError with exact amounts); submit wires into the generic approval_workflow_* engine with a pendingApproval branch and a self-approval guard (isSelfApproval); webhook fired on non-approval submit. That module-level evidence supports Current=4/5 here but falls short of the Target=5/5 production-grade bar for this dimension.","Feature built for core CRUD/waves but this cross-cutting dimension (AI, notifications, docs, export, or granular RBAC) was out of scope for the wave that shipped it.",Partial capability; power users or auditors will notice the gap under real operating conditions.,"Existing code is a reasonable extension point; gap is additive, not a rewrite.",Low,"No action needed; ServiceError(message, status) pattern gives specific, user-facing messages (e.g. exact debit/credit mismatch amounts).",Configure a 3rd-party module (out of scope for this in-house build); status quo.,Extend existing service/route/page in place,Owner sign-off if it touches Constitution guardrails (ai-os/CONSTITUTION.yaml),Low,1-2 days,High,ERP/Finance Engineering,Implement the recommendation above for Journal Entries: Error Handling.,Branch -> implement -> PR -> CI -> merge per AGENTS.md Rule 6,Score reaches 4-5/5 on next audit with the specific evidence cited above resolved,Code review of ServiceError usage in the relevant service file,"Invalid input returns 400 with a specific message, not a generic 500",Evaluated - Gap Open,,Verified via direct repo inspection (files/tables cited) and live Supabase schema query (project pcrjmlpuqsbocqfwoxod) where applicable.,Yes,No,Yes,Partial,Partial,No,No,Partial,No,Partial,Yes,2026-07-16,2026-10-14,v1,Claude Sonnet 5,Phase 3 - Core Module Functional Correctness
ERP & Finance Modules,Journal Entries,Journal Entries: Cross-Module Integration Consistency,4,4,5,1,Low,"Journal Entries (erp_journal_entries, erp_journal_entry_lines, approval_workflow_instances/step_instances/step_approvals), evaluated for 'Cross-Module Integration Consistency': Debit=credit balance is enforced server-side (validateBalanced, ServiceError with exact amounts); submit wires into the generic approval_workflow_* engine with a pendingApproval branch and a self-approval guard (isSelfApproval); webhook fired on non-approval submit. Verified in src/lib/services/erp-accounting-service.ts (validateBalanced, submitJournalEntry); src/app/api/erp/journal-entries/[id]/submit/route.ts; src/lib/services/approval-workflow-service.ts (isSelfApproval).",Journal Entries: Cross-Module Integration Consistency has a Score 4/5 gap,"For the 'Cross-Module Integration Consistency' angle specifically: Debit=credit balance is enforced server-side (validateBalanced, ServiceError with exact amounts); submit wires into the generic approval_workflow_* engine with a pendingApproval branch and a self-approval guard (isSelfApproval); webhook fired on non-approval submit. That module-level evidence supports Current=4/5 here but falls short of the Target=5/5 production-grade bar for this dimension.","Feature built for core CRUD/waves but this cross-cutting dimension (AI, notifications, docs, export, or granular RBAC) was out of scope for the wave that shipped it.",Partial capability; power users or auditors will notice the gap under real operating conditions.,"Existing code is a reasonable extension point; gap is additive, not a rewrite.",Low,No action needed.,Configure a 3rd-party module (out of scope for this in-house build); status quo.,Extend existing service/route/page in place,Owner sign-off if it touches Constitution guardrails (ai-os/CONSTITUTION.yaml),Medium,2-3 days,High,ERP/Finance Engineering,Implement the recommendation above for Journal Entries: Cross-Module Integration Consistency.,Branch -> implement -> PR -> CI -> merge per AGENTS.md Rule 6,Score reaches 4-5/5 on next audit with the specific evidence cited above resolved,Code review + manual reconciliation against /api/erp/reports/trial-balance,Posting from this module produces consistent account balances visible in trial-balance/reports,Evaluated - Gap Open,,Verified via direct repo inspection (files/tables cited) and live Supabase schema query (project pcrjmlpuqsbocqfwoxod) where applicable.,Yes,No,Yes,Partial,Partial,No,No,No,No,Partial,Partial,2026-07-16,2026-10-14,v1,Claude Sonnet 5,Phase 3 - Core Module Functional Correctness
ERP & Finance Modules,Journal Entries,Journal Entries: Notification & Alert Trigger Correctness,3,2,5,3,High,"No proactive notification/alert trigger found for Journal Entries. Searched src/app/api/cron and alert-rule services for ERP table references -- none found; Journal Entries fire a webhook only on successful submit (erp_journal_entry.submitted), which is an integration hook, not a user-facing alert.",Journal Entries: Notification & Alert Trigger Correctness has a Score 2/5 gap,"For the 'Notification' angle specifically: Debit=credit balance is enforced server-side (validateBalanced, ServiceError with exact amounts); submit wires into the generic approval_workflow_* engine with a pendingApproval branch and a self-approval guard (isSelfApproval); webhook fired on non-approval submit. That module-level evidence supports Current=2/5 here but falls short of the Target=5/5 production-grade bar for this dimension.","Feature built for core CRUD/waves but this cross-cutting dimension (AI, notifications, docs, export, or granular RBAC) was out of scope for the wave that shipped it.",Partial capability; power users or auditors will notice the gap under real operating conditions.,"Existing code is a reasonable extension point; gap is additive, not a rewrite.",High,Add a scheduled job (cron) to push overdue/approval-pending alerts for Journal Entries through the platform's existing notification/webhook plumbing.,Configure a 3rd-party module (out of scope for this in-house build); status quo.,Extend existing service/route/page in place,Owner sign-off if it touches Constitution guardrails (ai-os/CONSTITUTION.yaml),Medium,2-3 days,High,ERP/Finance Engineering,Implement the recommendation above for Journal Entries: Notification.,Branch -> implement -> PR -> CI -> merge per AGENTS.md Rule 6,Score reaches 4-5/5 on next audit with the specific evidence cited above resolved,Code review — no src/app/api/cron job or alert rule references ERP tables,Invoice crosses due date -> notification fires within 24h; JE pending approval >48h -> reminder sent,Evaluated - Gap Open,,Verified via direct repo inspection (files/tables cited) and live Supabase schema query (project pcrjmlpuqsbocqfwoxod) where applicable.,Yes,No,Yes,Partial,Yes,No,No,No,No,Partial,Partial,2026-07-16,2026-08-16,v1,Claude Sonnet 5,Phase 3 - Core Module Functional Correctness
ERP & Finance Modules,Journal Entries,Journal Entries: Documentation & In-App Help Coverage,2,1,5,4,Medium,No in-app help/tooltip coverage found for Journal Entries. Grepped src/app/(app)/erp for Tooltip/HelpTooltip/InfoTooltip components -- zero matches across the entire ERP UI tree.,Journal Entries: no in-app help coverage,"No module in ERP & Finance has in-app documentation; this is a platform-wide gap, not specific to this module.",In-app help/documentation has not been prioritized versus feature breadth.,New users have no in-context guidance; higher onboarding/support burden.,None.,Medium,Add inline help text/tooltips to Journal Entries's page(s) and a short user-guide entry.,Configure a 3rd-party module (out of scope for this in-house build); status quo.,Extend existing service/route/page in place,Owner sign-off if it touches Constitution guardrails (ai-os/CONSTITUTION.yaml),Low,1-2 days,High,ERP/Finance Engineering,Implement the recommendation above for Journal Entries: Documentation.,Branch -> implement -> PR -> CI -> merge per AGENTS.md Rule 6,Score reaches 4-5/5 on next audit with the specific evidence cited above resolved,Code review — grep for Tooltip/HelpTooltip components under src/app/(app)/erp returns zero matches,Each form field has a tooltip or help link; a docs page exists for this module,Evaluated - Gap Open,,Verified via direct repo inspection (files/tables cited) and live Supabase schema query (project pcrjmlpuqsbocqfwoxod) where applicable.,Yes,No,Yes,Partial,Partial,No,No,No,No,Yes,Partial,2026-07-16,2026-10-14,v1,Claude Sonnet 5,Phase 3 - Core Module Functional Correctness
